id	code	vn_job_category_code	vn_job_sub_category_code	salary_from	salary_to	m_currency_code	negotiable_flag	m_province_code	m_country_code
114974	JHC0021360	12	59	0	10000000	VND	0	VN-SG	VN
114975	JHC0021358	13	74	2000	3000	USD	0	VN-57	VN
114975	JHC0021358	13	74	2000	3000	USD	0	VN-SG	VN
114975	JHC0021358	13	74	2000	3000	USD	0	VN-HN	VN
114976	JHC0021363	12	62	0	10000000	VND	0	VN-SG	VN
114977	JHC0021364	10	49	500	500	USD	0	VN-SG	VN
114978	JHC0021369	12	59	21000000	27000000	VND	0	VN-57	VN
114979	JHC0021374	6	24	0	800	USD	0	VN-SG	VN
114980	JHC0021375	11	56	0	14000000	VND	0	VN-SG	VN
114982	JHC0021377	13	74	500	800	USD	0	VN-SG	VN
114983	JHC0021378	13	74	0	12000000	VND	0	VN-SG	VN
114985	JHC0021380	4	16	800	1000	USD	0	VN-SG	VN
114986	JHN0021381	3	11	500	600	USD	0	VN-HN	VN
114987	1890072019	9	42	0	500	USD	1	VN-SG	VN
114988	1891072019	13	74	0	500	USD	1	VN-SG	VN
114989	1892072019	4	18	0	500	USD	1	VN-SG	VN
114992	1895072019	6	24	0	12000000	VND	0	VN-HN	VN
115003	JHN0021393	9	42	0	10000000	VND	0	VN-HN	VN
115005	JHC0021398	4	16	12000000	20000000	VND	0	VN-SG	VN
115005	JHC0021398	4	16	12000000	20000000	VND	0	VN-57	VN
115007	JHC0021399	4	16	500	600	USD	0	VN-SG	VN
115008	JHC0021400	4	18	40000000	43000000	VND	0	VN-SG	VN
115009	1898072019	9	42	0	500	USD	1	VN-HN	VN
115010	1899072019	13	73	0	500	USD	1	VN-HN	VN
115011	1900072019	11	55	0	500	USD	1	VN-SG	VN
115012	1901072019	13	74	0	500	USD	1	VN-SG	VN
115013	1902072019	4	16	0	500	USD	1	VN-SG	VN
115015	1904072019	13	69	28000000	32000000	VND	0	VN-SG	VN
115016	1905072019	13	74	0	500	USD	1	VN-SG	VN
115017	1906072019	5	22	0	500	USD	1	VN-SG	VN
115018	JHC0021403	2	8	1000	2000	USD	0	VN-SG	VN
115030	JHC0021409	4	16	5000	10000	USD	0	VN-13	VN
115036	JHC0021415	4	16	800	1000	USD	0	VN-39	VN
115038	JHC0021416	13	74	500	800	USD	0	VN-SG	VN
115039	JHC0021419	14	78	500	700	USD	0	VN-SG	VN
115047	JHC0021421	6	24	1300	2000	USD	0	VN-SG	VN
115048	JHC0021422	6	26	800	1000	USD	0	VN-SG	VN
115049	JHC0021423	12	62	600	700	USD	0	VN-SG	VN
115052	JHN0021426	13	74	1200	1500	USD	0	VN-HN	VN
115053	JHC0021430	6	24	1000	1500	USD	0	VN-57	VN
115058	JHC0021440	4	18	15000000	19000000	VND	0	VN-SG	VN
115059	JHC0021442	12	59	500	800	USD	0	VN-39	VN
115091	JHC0021443	13	74	1000	1500	USD	0	VN-SG	VN
115097	JHN0021444	13	74	10000000	20000000	VND	0	VN-56	VN
115102	JHN0021448	6	24	600	1200	USD	0	VN-HN	VN
115111	JHC0021459	13	74	0	12000000	VND	0	VN-SG	VN
115112	JHN0021455	4	17	700	750	USD	0	VN-SG	VN
115116	JHC0021466	12	60	10000000	15000000	VND	0	VN-SG	VN
115117	JHC0021469	12	62	1300	1500	USD	0	VN-SG	VN
115119	JHC0021472	4	18	600	700	USD	0	VN-SG	VN
115131	1908072019	10	48	0	500	USD	1	VN-36	VN
115135	1912072019	2	9	0	500	USD	1	VN-SG	VN
115136	1913072019	11	56	12000000	16000000	VND	0	VN-HN	VN
115139	JHC0021488	6	24	12000000	16000000	VND	0	VN-SG	VN
115140	JHC0021489	14	77	0	730	USD	0	VN-SG	VN
115141	JHC0021491	13	74	0	13000000	VND	0	VN-SG	VN
115142	JHC0021493	15	88	600	800	USD	0	VN-SG	VN
115144	JHC0021495	2	7	0	500	USD	0	VN-SG	VN
115145	JHC0021496	2	7	15000000	25000000	VND	0	VN-SG	VN
115149	JHC0021504	6	24	0	13000000	VND	0	VN-SG	VN
115153	JHC0021034	13	74	700	1500	USD	0	VN-HN	VN
115159	JHC0021524	4	17	700	1000	USD	0	VN-SG	VN
115161	JHC0021537	13	73	25000000	32000000	VND	0	VN-SG	VN
115162	JHC0021538	14	83	1200	1200	USD	0	VN-SG	VN
115164	JHC0021540	13	74	10000000	11000000	USD	0	VN-SG	VN
115164	JHC0021540	13	74	10000000	11000000	USD	0	VN-HN	VN
115165	JHN0021528	6	24	1000	2000	USD	0	VN-63	VN
115173	JHC0021542	13	74	0	500	USD	1	VN-39	VN
115176	JHN0021551	13	74	17000000	23000000	VND	0	VN-HN	VN
115177	JHC0021549	4	16	10000000	12000000	VND	0	VN-SG	VN
115178	JHC0021550	13	74	10000000	12000000	VND	0	VN-SG	VN
115184	JHN0021552	13	74	600	800	USD	0	VN-HN	VN
115191	1917072019	15	86	0	10000000	VND	0	VN-HN	VN
115194	1918072019	11	56	500	800	USD	0	VN-HN	VN
115200	1920072019	13	74	0	15000000	VND	0	VN-HN	VN
115209	JHC0021560	13	74	1300	1800	USD	0	VN-57	VN
115212	1923072019	4	18	35000000	38000000	VND	0	VN-HN	VN
115213	1924072019	5	22	0	500	USD	1	VN-HN	VN
115214	1925072019	4	18	0	500	USD	1	VN-HN	VN
115215	1926072019	4	16	0	500	USD	1	VN-HN	VN
115216	1927072019	4	19	0	500	USD	1	VN-HN	VN
115217	1928072019	4	16	0	500	USD	1	VN-HN	VN
115219	1930072019	5	21	0	500	USD	1	VN-HN	VN
115220	1931072019	4	18	0	500	USD	1	VN-HN	VN
115223	JHC0021566	12	59	0	500	USD	1	VN-57	VN
115224	JHC0021567	13	74	500	550	USD	0	VN-SG	VN
115228	JHC0021572	13	74	12000000	20000000	VND	0	VN-SG	VN
115230	JHN0021576	4	18	0	10000000	VND	0	VN-63	VN
115231	JHC0017438	12	59	1000	1200	USD	0	VN-39	VN
115243	JHC0021588	13	74	500	700	USD	0	VN-SG	VN
115244	JHC0021585	2	6	800	1000	USD	0	VN-57	VN
115246	JHC0021589	2	7	1000	1500	USD	0	VN-SG	VN
115247	JHC0021590	13	69	700	1000	USD	0	VN-SG	VN
115249	JHC0021591	13	69	0	500	USD	1	VN-SG	VN
115250	JHC0021592	13	69	700	1000	USD	0	VN-SG	VN
115251	JHC0021593	12	62	1000	1500	USD	0	VN-SG	VN
115253	JHC0021598	14	77	0	500	USD	1	VN-44	VN
115254	JHC0021599	4	18	1000	1000	USD	0	VN-SG	VN
115256	JHC0021602	13	70	0	500	USD	1	VN-57	VN
115257	JHN0021600	6	24	25000000	30000000	VND	0	VN-HN	VN
115265	JHC0021604	6	24	600	800	USD	0	VN-SG	VN
115266	JHC0021606	14	76	1000	2000	USD	0	VN-SG	VN
115270	JHC0021615	1	5	1200	1500	USD	0	VN-SG	VN
115271	1933082019	13	74	30000000	30000000	VND	0	VN-SG	VN
115273	1935082019	11	56	12000000	12000000	VND	0	VN-SG	VN
115274	1936082019	9	42	12000000	12000000	VND	0	VN-SG	VN
115277	1939082019	9	42	20000000	20000000	VND	0	VN-SG	VN
115277	1939082019	9	42	20000000	20000000	VND	0	VN-HN	VN
115277	1939082019	9	42	20000000	20000000	VND	0	VN-57	VN
115277	1939082019	9	42	20000000	20000000	VND	0	VN-39	VN
115278	JHC0021618	13	74	0	11000000	VND	0	VN-39	VN
115278	JHC0021618	13	74	0	11000000	VND	0	VN-57	VN
115280	JHC0021621	3	12	0	10000000	VND	0	VN-SG	VN
115281	JHC0021620	13	74	11000000	30000000	VND	0	VN-SG	VN
115283	JHC0021626	11	56	25000000	28000000	VND	0	VN-SG	VN
115285	JHC0021627	12	60	800	1000	USD	0	VN-SG	VN
115288	JHC0021629	6	24	0	1500	USD	0	VN-SG	VN
115289	JHC0021630	6	24	0	750	USD	0	VN-SG	VN
115291	JHC0021623	11	56	0	1000	USD	0	VN-SG	VN
115294	JHC0021635	15	88	15000000	18000000	VND	0	VN-SG	VN
115295	JHC0021636	2	6	28000000	33000000	VND	0	VN-SG	VN
115296	JHC0021637	13	74	13000000	14000000	VND	0	VN-SG	VN
115297	JHC0021642	15	90	600	700	USD	0	VN-SG	VN
115298	JHC0021645	14	76	1000	1500	USD	0	VN-SG	VN
115310	JHC0021648	13	74	20000000	25000000	VND	0	VN-HN	VN
115311	JHC0021649	13	74	750	1000	USD	0	VN-SG	VN
115319	JHC0021652	4	17	16000000	18000000	VND	0	VN-39	VN
115320	JHN0021651	11	56	1000	1300	USD	0	VN-HN	VN
115321	JHN0021653	11	56	800	1000	USD	0	VN-HN	VN
115325	1942082019	3	10	0	500	USD	1	VN-HN	VN
115325	1942082019	3	10	0	500	USD	1	VN-SG	VN
115329	1945082019	11	56	0	500	USD	1	VN-HN	VN
115334	1950082019	4	16	0	500	USD	1	VN-HN	VN
115335	1951082019	13	69	0	500	USD	1	VN-DN	VN
115346	1962082019	13	74	0	500	USD	1	VN-HN	VN
115347	JHC0021669	13	74	550	800	USD	0	VN-SG	VN
115350	JHN0021663	13	74	10850000	10850000	USD	0	VN-70	VN
115351	JHN0021664	12	62	500	800	USD	0	VN-HN	VN
115352	JHN0021666	15	88	900	1000	USD	0	VN-SG	VN
115355	JHN0021677	12	62	600	800	USD	0	VN-66	VN
115356	JHN0021678	12	62	500	600	USD	0	VN-66	VN
115357	JHC0021680	14	77	10000000	12000000	VND	0	VN-57	VN
115360	1965082019	4	16	15000000	25000000	VND	0	VN-HN	VN
115362	1967082019	6	24	0	10000000	VND	0	VN-HN	VN
115363	1968082019	4	18	0	10000000	VND	0	VN-HN	VN
115366	JHC0021681	15	86	20000000	40000000	VND	0	VN-SG	VN
115367	JHN0021682	15	88	700	1000	USD	0	VN-HN	VN
115369	JHC0021686	12	59	0	30000000	VND	0	VN-57	VN
115371	JHN0021688	13	74	1000	1500	USD	0	VN-HN	VN
115372	JHC0021691	4	18	0	500	USD	1	VN-SG	VN
115376	JHC0021693	4	16	500	1000	USD	0	VN-SG	VN
115381	JHC0021711	4	16	0	500	USD	1	VN-SG	VN
115386	JHC0021716	11	56	1400	2000	USD	0	VN-SG	VN
115387	JHC0021717	11	56	0	500	USD	1	VN-SG	VN
115388	JHC0021720	13	74	0	500	USD	1	VN-SG	VN
115406	JHC0021727	12	61	0	17000000	VND	0	VN-57	VN
115407	1969082019	11	56	0	600	USD	0	VN-SG	VN
115408	1970082019	11	56	1200	1200	USD	0	VN-SG	VN
115409	1971082019	4	19	10000000	15000000	VND	0	VN-HN	VN
115410	1972082019	13	74	0	15000000	VND	0	VN-57	VN
115411	1973082019	6	24	0	500	USD	1	VN-57	VN
115413	JHC0021730	15	86	0	1400	USD	0	VN-SG	VN
115414	JHC0021732	13	74	0	1500	USD	0	VN-SG	VN
115415	1974082019	4	18	0	500	USD	1	VN-SG	VN
115416	1975082019	4	19	13000000	15000000	VND	0	VN-HN	VN
115418	1977082019	6	24	0	500	USD	1	VN-SG	VN
115419	1978082019	4	16	0	10000000	VND	0	VN-SG	VN
115420	JHC0021733	4	17	800	1400	USD	0	VN-SG	VN
115427	JHC0021743	4	18	0	500	USD	1	VN-SG	VN
115428	JHC0021744	4	17	15000000	18000000	VND	0	VN-SG	VN
115429	JHN0021739	4	16	1300	1400	USD	0	VN-HN	VN
115430	JHN0021741	6	31	2000	2500	USD	0	VN-56	VN
115435	JHC0021748	4	16	600	800	USD	0	VN-SG	VN
115437	JHN0021747	14	76	0	500	USD	1	VN-HN	VN
115446	JHN0021770	4	18	1000	1500	USD	0	VN-HN	VN
115446	JHN0021770	4	18	1000	1500	USD	0	VN-70	VN
115447	JHC0021778	13	74	0	600	USD	0	VN-SG	VN
115448	JHC0021776	13	74	0	500	USD	1	VN-SG	VN
115451	JHC0021786	6	24	600	800	USD	0	VN-DN	VN
115462	JHC0021801	15	87	16000000	30000000	VND	0	VN-SG	VN
115464	JHC0021803	12	62	0	500	USD	1	VN-SG	VN
115466	JHC0021806	2	7	800	1000	USD	0	VN-39	VN
115467	1979082019	4	18	0	500	USD	1	VN-SG	VN
115469	1981082019	6	24	0	10000000	VND	0	VN-SG	VN
115470	1982082019	13	74	10000000	20000000	VND	0	VN-HN	VN
115471	1983082019	6	24	0	12000000	VND	0	VN-SG	VN
115472	JHC0021810	4	17	1000	1500	USD	0	VN-SG	VN
115473	JHC0021811	11	56	600	1000	USD	0	VN-SG	VN
115474	JHC0021812	11	55	0	1300	USD	0	VN-SG	VN
115475	JHC0021814	4	18	16000000	22000000	VND	0	VN-SG	VN
115476	JHC0021815	6	24	0	500	USD	1	VN-SG	VN
115477	JHC0021817	4	17	550	750	USD	0	VN-SG	VN
115479	1984082019	4	19	0	500	USD	1	VN-SG	VN
115480	1985082019	4	18	0	500	USD	1	VN-SG	VN
115481	1986082019	4	16	0	500	USD	1	VN-SG	VN
115482	1987082019	7	35	0	500	USD	1	VN-SG	VN
115483	1988082019	13	73	0	500	USD	1	VN-SG	VN
115484	1989092019	6	24	0	500	USD	1	VN-SG	VN
115486	1991082019	6	24	0	500	USD	1	VN-HN	VN
115488	JHC0021821	11	56	600	1200	USD	0	VN-SG	VN
115489	JHC0021823	2	8	1200	1500	USD	0	VN-SG	VN
115490	JHC0021825	12	62	0	500	USD	1	VN-57	VN
115493	JHC0021828	13	74	500	600	USD	0	VN-SG	VN
115503	JHC0021833	13	74	0	500	USD	1	VN-SG	VN
115506	JHC0021834	6	24	0	10000000	VND	0	VN-SG	VN
115507	JHC0021835	11	56	17000000	35000000	VND	0	VN-SG	VN
115508	JHC0021836	11	56	17000000	35000000	VND	0	VN-SG	VN
115509	JHC0021838	4	16	1400	1400	USD	0	VN-43	VN
115510	JHC0021841	12	60	500	600	USD	0	VN-SG	VN
115513	1993082019	13	69	10000000	15000000	VND	0	VN-HN	VN
115514	1994082019	4	18	0	10000000	VND	0	VN-HN	VN
115517	1997082019	3	13	0	12000000	VND	0	VN-HN	VN
115520	2000082019	5	22	0	12000000	VND	0	VN-HN	VN
115521	2001082019	4	19	10000000	12000000	VND	0	VN-HN	VN
115523	2003082019	13	74	0	500	USD	1	VN-HN	VN
115524	2006082019	4	19	0	500	USD	1	VN-HN	VN
115526	2005082019	13	74	0	20000000	VND	0	VN-HN	VN
115527	JHC0021847	15	88	300000	300000	JPY	0	JP-13	JP
115528	JHN0021844	6	24	1200	1500	USD	0	VN-56	VN
115529	JHN0021845	4	18	1200	1500	USD	0	VN-56	VN
115534	JHC0021866	4	17	14000000	14000000	VND	0	VN-SG	VN
115535	JHC0021867	4	17	16000000	16000000	VND	0	VN-39	VN
115537	JHC0021869	12	63	12000000	16000000	VND	0	VN-39	VN
115538	JHC0021870	6	24	500	650	USD	0	VN-SG	VN
115545	JHC0021873	11	56	1000	1900	USD	0	VN-SG	VN
115548	JHC0021877	4	17	800	1500	USD	0	VN-SG	VN
115549	JHC0021875	14	77	1500	2000	USD	0	VN-SG	VN
115550	JHC0021876	12	62	1000	1500	USD	0	VN-SG	VN
115551	JHC0021880	13	74	0	24000000	VND	0	VN-SG	VN
115552	JHC0021881	15	86	500	500	USD	1	VN-57	VN
115552	JHC0021881	15	86	500	500	USD	1	VN-SG	VN
115553	JHC0021884	3	12	30000000	70000000	VND	0	VN-SG	VN
115554	JHC0021898	13	74	10000000	15000000	VND	0	VN-SG	VN
115555	JHC0021900	13	74	500	500	USD	0	VN-SG	VN
115556	JHC0021901	13	74	0	500	USD	1	VN-SG	VN
115557	JHC0021905	6	24	800	1200	USD	0	VN-SG	VN
115558	JHC0021906	4	16	700	1200	USD	0	VN-SG	VN
115559	JHN0021885	4	18	600	800	USD	0	VN-HN	VN
115560	JHN0021886	13	74	800	1000	USD	0	VN-HN	VN
115566	2007092019	13	70	10000000	15000000	VND	0	VN-SG	VN
115567	2008092019	13	69	10000000	15000000	VND	0	VN-SG	VN
115568	2009092019	13	70	10000000	15000000	VND	0	VN-SG	VN
115569	2010092019	13	69	10000000	15000000	VND	0	VN-SG	VN
115570	2011092019	4	18	0	500	USD	1	VN-34	VN
115571	2012092019	4	18	20000000	25000000	VND	0	VN-34	VN
115572	2013092019	4	18	500	800	USD	0	VN-HN	VN
115573	JHC0021918	12	60	0	1000	USD	0	VN-SG	VN
115577	JHN0021922	14	77	800	1000	USD	0	VN-HN	VN
115579	JHC0021930	12	60	0	800	USD	0	VN-SG	VN
115582	JHN0021925	13	74	800	900	USD	0	VN-HN	VN
115584	JHC0021940	12	62	600	600	USD	0	VN-43	VN
115586	JHN0021942	13	69	13000000	16000000	VND	0	VN-HN	VN
115595	JHC0021946	6	24	12000000	20000000	VND	0	VN-SG	VN
115596	JHC0021947	11	56	1500	2500	USD	0	VN-SG	VN
115598	JHN0021948	15	88	500	500	USD	0	VN-56	VN
115610	JHC0021954	6	24	1000	1200	USD	0	VN-SG	VN
115611	JHN0021953	13	74	500	1100	USD	0	VN-56	VN
115612	JHN0021956	11	56	1000	2500	USD	0	VN-HN	VN
115614	JHC0021963	4	16	0	15000000	VND	0	VN-SG	VN
115614	JHC0021963	4	16	0	15000000	VND	0	VN-HN	VN
115615	JHC0021972	4	16	800	1000	USD	0	VN-SG	VN
115616	JHC0021973	4	17	1000	1500	USD	0	VN-SG	VN
115617	JHC0021974	11	56	800	1600	USD	0	VN-SG	VN
115618	JHN0021969	12	58	1000	1500	USD	0	VN-HN	VN
115619	JHN0021975	13	74	1000	1500	USD	0	VN-HN	VN
115620	JHN0021976	6	24	1000	1350	USD	0	VN-HN	VN
115621	JHN0020470	13	74	1500	2000	USD	0	VN-HN	VN
115632	JHN0021978	12	59	27000000	30000000	VND	0	VN-66	VN
115637	JHC0021986	11	56	0	1500	USD	0	VN-SG	VN
115638	JHC0021988	11	56	0	2500	USD	0	VN-SG	VN
115639	JHC0021989	11	56	0	1800	USD	0	VN-SG	VN
115640	JHC0021990	11	56	0	2000	USD	0	VN-SG	VN
115643	JHC0021994	6	26	22000000	23000000	VND	0	VN-SG	VN
115644	JHC0021991	6	24	800	1000	USD	0	VN-SG	VN
115647	JHC0021997	13	74	10000000	13000000	VND	0	VN-57	VN
115652	JHC0021998	12	64	700	1000	USD	0	VN-SG	VN
115653	JHC0021999	14	77	0	11000000	VND	0	VN-SG	VN
115654	JHC0022003	12	62	800	1000	USD	0	VN-57	VN
115654	JHC0022003	12	62	800	1000	USD	0	VN-39	VN
115655	JHC0022004	11	56	1300	1500	USD	0	VN-SG	VN
115656	JHC0022005	13	74	550	750	USD	0	VN-SG	VN
115657	JHC0022006	12	66	0	10000000	VND	0	VN-37	VN
115658	JHC0022007	12	59	600	1000	USD	0	VN-39	VN
115659	JHC0022008	13	74	1300	1800	USD	0	VN-39	VN
115660	JHC0022010	4	18	15000000	19000000	VND	0	VN-SG	VN
115668	JHC0022032	2	7	0	500	USD	1	VN-SG	VN
115669	JHC0022033	2	7	0	500	USD	1	VN-SG	VN
115678	JHN0022045	14	77	0	11000000	VND	0	VN-HN	VN
115682	JHC0022015	NULL	NULL	1500	1800	USD	1	VN-SG	VN
115689	JHC0022050	13	74	15000000	18000000	VND	0	VN-SG	VN
115692	2014092019	13	69	15000000	20000000	VND	0	VN-HN	VN
115696	2018092019	6	24	18000000	25000000	VND	0	VN-SG	VN
115699	2021092019	6	24	12000000	15000000	VND	0	VN-HN	VN
115701	2023092019	13	69	10000000	12000000	VND	0	VN-SG	VN
115702	2024092019	13	69	10000000	15000000	VND	0	VN-SG	VN
115710	2028092019	13	69	0	500	USD	1	VN-SG	VN
115713	2031092019	14	76	0	500	USD	1	VN-57	VN
