id	m_country_code	m_province_code	current_salary	m_current_currency_code	expected_salary	m_currency_code	years_of_experience	is_full_registration	vn_job_category_code	vn_job_sub_category_code	vn_job_category_code	vn_job_sub_category_code	m_position_code	m_country_code	m_province_code
110433	VN	VN-SG	6000000	VND	8000000	VND	1	0	2	9	13	74	1	VN	VN-SG
110434	VN	VN-HN	20000000	VND	20000000	VND	8	1	14	76	NULL	NULL	NULL	VN	VN-HN
110439	VN	VN-SG	700	USD	700	USD	1	1	4	18	4	18	4	VN	VN-SG
110444	VN	VN-SG	11000000	VND	13000000	VND	4	1	13	73	13	74	1	VN	VN-43
110444	VN	VN-SG	11000000	VND	13000000	VND	4	1	13	73	13	74	1	VN	VN-SG
110444	VN	VN-SG	11000000	VND	13000000	VND	4	1	13	73	13	74	1	VN	VN-43
110444	VN	VN-SG	11000000	VND	13000000	VND	4	1	13	73	13	74	1	VN	VN-SG
110444	VN	VN-SG	11000000	VND	13000000	VND	4	1	13	74	13	74	1	VN	VN-43
110444	VN	VN-SG	11000000	VND	13000000	VND	4	1	13	74	13	74	1	VN	VN-SG
110444	VN	VN-SG	11000000	VND	13000000	VND	4	1	13	74	13	74	1	VN	VN-43
110444	VN	VN-SG	11000000	VND	13000000	VND	4	1	13	74	13	74	1	VN	VN-SG
110444	VN	VN-SG	11000000	VND	13000000	VND	4	1	13	75	13	74	1	VN	VN-43
110444	VN	VN-SG	11000000	VND	13000000	VND	4	1	13	75	13	74	1	VN	VN-SG
110444	VN	VN-SG	11000000	VND	13000000	VND	4	1	13	75	13	74	1	VN	VN-43
110444	VN	VN-SG	11000000	VND	13000000	VND	4	1	13	75	13	74	1	VN	VN-SG
110447	VN	VN-70	0	VND	8000000	VND	NULL	1	4	20	16	91	1	VN	VN-68
110450	VN	VN-SG	11000000	VND	14000000	VND	5	1	14	76	14	76	1	VN	VN-SG
110451	VN	VN-SG	500	USD	500	USD	3	1	5	21	5	21	3	VN	VN-SG
110451	VN	VN-SG	500	USD	500	USD	3	1	5	22	5	21	3	VN	VN-SG
110451	VN	VN-SG	500	USD	500	USD	3	1	5	23	5	21	3	VN	VN-SG
110452	NULL	NULL	14000000	VND	15000000	VND	NULL	0	9	43	NULL	NULL	NULL	VN	VN-SG
110474	VN	VN-HN	10000000	VND	15000000	VND	4	1	2	7	NULL	NULL	NULL	VN	VN-HN
110474	VN	VN-HN	10000000	VND	15000000	VND	4	1	2	8	NULL	NULL	NULL	VN	VN-HN
110474	VN	VN-HN	10000000	VND	15000000	VND	4	1	4	19	NULL	NULL	NULL	VN	VN-HN
110474	VN	VN-HN	10000000	VND	15000000	VND	4	1	9	42	NULL	NULL	NULL	VN	VN-HN
110492	VN	VN-SG	7000000	VND	10000000	VND	3	0	13	70	NULL	NULL	NULL	VN	VN-SG
110497	VN	VN-70	20000000	VND	30000000	VND	12	1	16	91	NULL	NULL	NULL	VN	VN-56
110497	VN	VN-70	20000000	VND	30000000	VND	12	1	16	91	NULL	NULL	NULL	VN	VN-70
110497	VN	VN-70	20000000	VND	30000000	VND	12	1	16	91	NULL	NULL	NULL	VN	VN-HN
110501	VN	VN-57	10500000	VND	11000000	VND	9	0	3	12	NULL	NULL	NULL	VN	VN-57
110507	VN	VN-DN	15000000	VND	5000000	VND	4	1	13	74	NULL	NULL	NULL	VN	VN-DN
110514	VN	VN-SG	900	USD	900	VND	3	1	12	60	NULL	NULL	NULL	VN	VN-39
110514	VN	VN-SG	900	USD	900	VND	3	1	12	60	NULL	NULL	NULL	VN	VN-SG
110517	VN	VN-SG	20000000	VND	10000000	VND	5	1	13	70	NULL	NULL	NULL	VN	VN-SG
110517	VN	VN-SG	20000000	VND	10000000	VND	5	1	13	73	NULL	NULL	NULL	VN	VN-SG
110517	VN	VN-SG	20000000	VND	10000000	VND	5	1	13	74	NULL	NULL	NULL	VN	VN-SG
110524	VN	VN-49	4500	VND	5500	VND	2	1	4	18	4	18	1	VN	VN-CT
110524	VN	VN-49	4500	VND	5500	VND	2	1	13	73	4	18	1	VN	VN-CT
110527	VN	VN-SG	4000000	VND	6000000	VND	0	0	5	21	NULL	NULL	NULL	VN	VN-SG
110530	VN	VN-SG	0	VND	7000000	VND	0	1	11	56	NULL	NULL	NULL	VN	VN-SG
110531	VN	VN-HN	8000000	VND	NULL	VND	NULL	1	13	70	NULL	NULL	NULL	VN	VN-HN
110531	VN	VN-HN	8000000	VND	NULL	VND	NULL	1	13	74	NULL	NULL	NULL	VN	VN-HN
110539	VN	VN-SG	8000000	VND	8000000	VND	2	1	4	16	4	16	1	VN	VN-SG
110553	VN	VN-SG	10000000	VND	12000000	VND	5	1	6	24	6	24	1	VN	VN-SG
110553	VN	VN-SG	10000000	VND	12000000	VND	5	1	6	24	6	24	1	VN	VN-SG
110553	VN	VN-SG	10000000	VND	12000000	VND	5	1	6	24	6	24	1	VN	VN-SG
110553	VN	VN-SG	10000000	VND	12000000	VND	5	1	6	24	6	24	1	VN	VN-SG
110567	VN	VN-HN	10000000	VND	15000000	VND	5	1	13	73	NULL	NULL	NULL	VN	VN-HN
110572	NULL	NULL	1200	VND	1400	VND	6	0	12	63	NULL	NULL	NULL	VN	VN-39
110574	VN	VN-HP	10000000	VND	10000000	VND	10	0	12	65	NULL	NULL	NULL	VN	VN-HP
110576	VN	VN-SG	6500000	VND	7000000	VND	4	1	13	71	NULL	NULL	NULL	VN	VN-SG
110576	VN	VN-SG	6500000	VND	7000000	VND	4	1	13	73	NULL	NULL	NULL	VN	VN-SG
110576	VN	VN-SG	6500000	VND	7000000	VND	4	1	13	74	NULL	NULL	NULL	VN	VN-SG
110580	VN	VN-54	9000000	VND	12000000	VND	2	0	12	58	NULL	NULL	NULL	VN	VN-54
110580	VN	VN-54	9000000	VND	12000000	VND	2	0	12	58	NULL	NULL	NULL	VN	VN-66
110580	VN	VN-54	9000000	VND	12000000	VND	2	0	12	60	NULL	NULL	NULL	VN	VN-54
110580	VN	VN-54	9000000	VND	12000000	VND	2	0	12	60	NULL	NULL	NULL	VN	VN-66
110583	VN	VN-57	9500000	VND	9000000	VND	2	1	16	91	16	91	1	VN	VN-57
110583	VN	VN-57	9500000	VND	9000000	VND	2	1	16	91	12	67	2	VN	VN-57
110593	NULL	NULL	11	VND	11	VND	1	0	15	90	NULL	NULL	NULL	VN	VN-SG
110596	VN	VN-SG	1000	USD	2000	VND	4	1	3	12	3	12	1	VN	VN-SG
110599	VN	VN-SG	12000000	VND	NULL	VND	3	1	4	18	4	18	2	VN	VN-SG
110601	VN	VN-SG	850	VND	1000	VND	3	1	13	69	13	69	2	VN	VN-SG
110601	VN	VN-SG	850	VND	1000	VND	3	1	13	69	13	69	2	VN	VN-SG
110605	VN	VN-21	8	VND	12	VND	6	0	13	74	NULL	NULL	NULL	VN	VN-21
110606	VN	VN-57	12000000	VND	14000000	VND	3	0	4	18	NULL	NULL	NULL	VN	VN-57
110608	VN	VN-SG	3000000	VND	4000000	VND	0	1	13	71	9	43	1	VN	VN-SG
110608	VN	VN-SG	3000000	VND	4000000	VND	0	1	15	88	9	43	1	VN	VN-SG
110609	VN	VN-SG	2000	USD	2500	USD	6	0	3	12	NULL	NULL	NULL	VN	VN-SG
110614	VN	VN-39	5000000	VND	7000000	VND	0	1	4	18	4	16	1	VN	VN-39
110624	VN	VN-22	10000000	VND	20000000	VND	1	1	12	63	12	63	1	VN	VN-66
110626	VN	VN-39	14000000	VND	15000000	VND	12	0	10	49	NULL	NULL	NULL	VN	VN-39
110635	VN	VN-SG	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	4	16	1	NULL	NULL
110636	NULL	NULL	10000000	VND	1500000	VND	NULL	0	12	60	NULL	NULL	NULL	VN	VN-66
110644	VN	VN-20	7500	VND	10000	VND	5	0	1	1	NULL	NULL	NULL	VN	VN-20
110644	VN	VN-20	7500	VND	10000	VND	5	0	1	1	NULL	NULL	NULL	VN	VN-HN
110644	VN	VN-20	7500	VND	10000	VND	5	0	2	6	NULL	NULL	NULL	VN	VN-20
110644	VN	VN-20	7500	VND	10000	VND	5	0	2	6	NULL	NULL	NULL	VN	VN-HN
110644	VN	VN-20	7500	VND	10000	VND	5	0	13	71	NULL	NULL	NULL	VN	VN-20
110644	VN	VN-20	7500	VND	10000	VND	5	0	13	71	NULL	NULL	NULL	VN	VN-HN
110644	VN	VN-20	7500	VND	10000	VND	5	0	13	73	NULL	NULL	NULL	VN	VN-20
110644	VN	VN-20	7500	VND	10000	VND	5	0	13	73	NULL	NULL	NULL	VN	VN-HN
110654	VN	VN-HN	18000000	VND	18000000	VND	5	1	13	70	13	69	2	VN	VN-HN
110654	VN	VN-HN	18000000	VND	18000000	VND	5	1	13	69	13	69	2	VN	VN-HN
110669	VN	VN-SG	11000000	VND	NULL	VND	5	1	13	74	13	74	1	VN	VN-SG
110671	VN	VN-SG	10000000	VND	12000000	VND	2	1	10	46	NULL	NULL	NULL	VN	VN-SG
110672	VN	VN-68	6000000	VND	8000000	VND	1	1	4	16	6	28	1	VN	VN-68
110673	VN	VN-SG	14000000	VND	15000000	VND	2	1	2	8	NULL	NULL	NULL	VN	VN-SG
110676	VN	VN-SG	5	VND	7	VND	1	0	9	42	NULL	NULL	NULL	VN	VN-SG
110679	VN	VN-51	8000000	VND	8000000	VND	2	1	6	25	6	25	1	VN	VN-51
110679	VN	VN-51	8000000	VND	8000000	VND	2	1	6	25	6	25	1	VN	VN-51
110679	VN	VN-51	8000000	VND	8000000	VND	2	1	13	71	6	25	1	VN	VN-51
110679	VN	VN-51	8000000	VND	8000000	VND	2	1	13	71	6	25	1	VN	VN-51
110679	VN	VN-51	8000000	VND	8000000	VND	2	1	13	74	6	25	1	VN	VN-51
110679	VN	VN-51	8000000	VND	8000000	VND	2	1	13	74	6	25	1	VN	VN-51
110680	VN	VN-SG	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	16	91	4	NULL	NULL
110685	NULL	NULL	2700	USD	3000	USD	12	0	2	6	NULL	NULL	NULL	VN	VN-SG
110685	NULL	NULL	2700	USD	3000	USD	12	0	10	48	NULL	NULL	NULL	VN	VN-SG
110685	NULL	NULL	2700	USD	3000	USD	12	0	16	91	NULL	NULL	NULL	VN	VN-SG
110688	VN	VN-20	7500000	VND	8000000	VND	4	1	2	7	NULL	NULL	NULL	VN	VN-61
110688	VN	VN-20	7500000	VND	8000000	VND	4	1	2	7	NULL	NULL	NULL	VN	VN-66
110688	VN	VN-20	7500000	VND	8000000	VND	4	1	2	7	NULL	NULL	NULL	VN	VN-HP
110688	VN	VN-20	7500000	VND	8000000	VND	4	1	2	8	NULL	NULL	NULL	VN	VN-61
110688	VN	VN-20	7500000	VND	8000000	VND	4	1	2	8	NULL	NULL	NULL	VN	VN-66
110688	VN	VN-20	7500000	VND	8000000	VND	4	1	2	8	NULL	NULL	NULL	VN	VN-HP
110692	VN	VN-39	12000000	VND	15000000	VND	10	1	15	88	15	88	1	VN	VN-39
110697	VN	VN-HN	15000000	VND	15000000	VND	4	0	2	6	NULL	NULL	NULL	VN	VN-HN
110697	VN	VN-HN	15000000	VND	15000000	VND	4	0	5	21	NULL	NULL	NULL	VN	VN-HN
110698	VN	VN-SG	11000000	VND	13000000	VND	4	1	10	46	12	60	1	VN	VN-SG
110698	VN	VN-SG	11000000	VND	13000000	VND	4	1	10	47	12	60	1	VN	VN-SG
110698	VN	VN-SG	11000000	VND	13000000	VND	4	1	10	48	12	60	1	VN	VN-SG
110698	VN	VN-SG	11000000	VND	13000000	VND	4	1	10	49	12	60	1	VN	VN-SG
110698	VN	VN-SG	11000000	VND	13000000	VND	4	1	10	50	12	60	1	VN	VN-SG
110705	VN	VN-HN	7000000	VND	NULL	VND	3	1	13	70	NULL	NULL	NULL	VN	VN-HN
110708	VN	VN-SG	90000000	VND	60000000	VND	15	0	12	58	NULL	NULL	NULL	VN	VN-39
110708	VN	VN-SG	90000000	VND	60000000	VND	15	0	12	58	NULL	NULL	NULL	VN	VN-41
110708	VN	VN-SG	90000000	VND	60000000	VND	15	0	12	58	NULL	NULL	NULL	VN	VN-57
110708	VN	VN-SG	90000000	VND	60000000	VND	15	0	12	58	NULL	NULL	NULL	VN	VN-SG
110708	VN	VN-SG	90000000	VND	60000000	VND	15	0	12	66	NULL	NULL	NULL	VN	VN-39
110708	VN	VN-SG	90000000	VND	60000000	VND	15	0	12	66	NULL	NULL	NULL	VN	VN-41
110708	VN	VN-SG	90000000	VND	60000000	VND	15	0	12	66	NULL	NULL	NULL	VN	VN-57
110708	VN	VN-SG	90000000	VND	60000000	VND	15	0	12	66	NULL	NULL	NULL	VN	VN-SG
110708	VN	VN-SG	90000000	VND	60000000	VND	15	0	12	68	NULL	NULL	NULL	VN	VN-39
110708	VN	VN-SG	90000000	VND	60000000	VND	15	0	12	68	NULL	NULL	NULL	VN	VN-41
110708	VN	VN-SG	90000000	VND	60000000	VND	15	0	12	68	NULL	NULL	NULL	VN	VN-57
110708	VN	VN-SG	90000000	VND	60000000	VND	15	0	12	68	NULL	NULL	NULL	VN	VN-SG
110713	VN	VN-SG	9000000	VND	10000000	VND	4	1	11	55	11	55	1	VN	VN-SG
110719	VN	VN-43	7000000	VND	7000000	VND	2	1	4	18	NULL	NULL	NULL	VN	VN-43
110719	VN	VN-43	7000000	VND	7000000	VND	2	1	15	86	NULL	NULL	NULL	VN	VN-43
110719	VN	VN-43	7000000	VND	7000000	VND	2	1	15	87	NULL	NULL	NULL	VN	VN-43
110719	VN	VN-43	7000000	VND	7000000	VND	2	1	15	88	NULL	NULL	NULL	VN	VN-43
110730	VN	VN-DN	40000000	VND	50000000	VND	12	0	11	56	NULL	NULL	NULL	VN	VN-DN
110732	VN	VN-SG	1300	USD	10000000	VND	7	1	14	78	14	78	1	VN	VN-39
110732	VN	VN-SG	1300	USD	10000000	VND	7	1	14	78	14	78	1	VN	VN-57
110732	VN	VN-SG	1300	USD	10000000	VND	7	1	14	78	14	78	1	VN	VN-SG
110732	VN	VN-SG	1300	USD	10000000	VND	7	1	14	78	13	73	1	VN	VN-39
110732	VN	VN-SG	1300	USD	10000000	VND	7	1	14	78	13	73	1	VN	VN-57
110732	VN	VN-SG	1300	USD	10000000	VND	7	1	14	78	13	73	1	VN	VN-SG
110732	VN	VN-SG	1300	USD	10000000	VND	7	1	14	78	5	21	1	VN	VN-39
110732	VN	VN-SG	1300	USD	10000000	VND	7	1	14	78	5	21	1	VN	VN-57
110732	VN	VN-SG	1300	USD	10000000	VND	7	1	14	78	5	21	1	VN	VN-SG
110732	VN	VN-SG	1300	USD	10000000	VND	7	1	14	78	14	83	1	VN	VN-39
110732	VN	VN-SG	1300	USD	10000000	VND	7	1	14	78	14	83	1	VN	VN-57
110732	VN	VN-SG	1300	USD	10000000	VND	7	1	14	78	14	83	1	VN	VN-SG
110732	VN	VN-SG	1300	USD	10000000	VND	7	1	14	78	14	83	1	VN	VN-39
110732	VN	VN-SG	1300	USD	10000000	VND	7	1	14	78	14	83	1	VN	VN-57
110732	VN	VN-SG	1300	USD	10000000	VND	7	1	14	78	14	83	1	VN	VN-SG
110732	VN	VN-SG	1300	USD	10000000	VND	7	1	14	78	5	21	1	VN	VN-39
110732	VN	VN-SG	1300	USD	10000000	VND	7	1	14	78	5	21	1	VN	VN-57
110732	VN	VN-SG	1300	USD	10000000	VND	7	1	14	78	5	21	1	VN	VN-SG
110732	VN	VN-SG	1300	USD	10000000	VND	7	1	14	78	9	45	1	VN	VN-39
110732	VN	VN-SG	1300	USD	10000000	VND	7	1	14	78	9	45	1	VN	VN-57
110732	VN	VN-SG	1300	USD	10000000	VND	7	1	14	78	9	45	1	VN	VN-SG
110741	VN	VN-SG	13000000	VND	16000000	VND	22	0	12	59	NULL	NULL	NULL	VN	VN-SG
110742	VN	VN-SG	4500000	VND	5000000	VND	1	0	9	42	NULL	NULL	NULL	VN	VN-SG
110744	VN	VN-SG	23000000	VND	23000000	VND	11	1	12	64	NULL	NULL	NULL	VN	VN-SG
110745	VN	VN-SG	7500000	VND	9000000	VND	4	1	6	24	6	24	1	VN	VN-SG
110747	VN	VN-37	5000000	VND	6000000	VND	NULL	1	1	4	NULL	NULL	NULL	VN	VN-SG
110748	VN	VN-02	0	VND	7000000	VND	0	0	1	3	NULL	NULL	NULL	VN	VN-02
110748	VN	VN-02	0	VND	7000000	VND	0	0	1	3	NULL	NULL	NULL	VN	VN-06
110748	VN	VN-02	0	VND	7000000	VND	0	0	1	3	NULL	NULL	NULL	VN	VN-13
110748	VN	VN-02	0	VND	7000000	VND	0	0	1	3	NULL	NULL	NULL	VN	VN-53
110748	VN	VN-02	0	VND	7000000	VND	0	0	1	3	NULL	NULL	NULL	VN	VN-69
110748	VN	VN-02	0	VND	7000000	VND	0	0	1	4	NULL	NULL	NULL	VN	VN-02
110748	VN	VN-02	0	VND	7000000	VND	0	0	1	4	NULL	NULL	NULL	VN	VN-06
110748	VN	VN-02	0	VND	7000000	VND	0	0	1	4	NULL	NULL	NULL	VN	VN-13
110748	VN	VN-02	0	VND	7000000	VND	0	0	1	4	NULL	NULL	NULL	VN	VN-53
110748	VN	VN-02	0	VND	7000000	VND	0	0	1	4	NULL	NULL	NULL	VN	VN-69
110752	VN	VN-SG	18000000	VND	18000000	VND	10	1	15	88	NULL	NULL	NULL	VN	VN-SG
110754	VN	VN-SG	12000000	VND	15000000	VND	3	1	3	14	3	14	1	VN	VN-HN
110755	VN	VN-DN	5000000	VND	NULL	VND	1	0	13	74	NULL	NULL	NULL	VN	VN-DN
110763	VN	VN-57	13000000	VND	14000000	VND	7	1	13	73	NULL	NULL	NULL	VN	VN-57
110766	NULL	NULL	9000000	VND	1200000	VND	2	0	11	54	NULL	NULL	NULL	VN	VN-SG
110766	NULL	NULL	9000000	VND	1200000	VND	2	0	11	56	NULL	NULL	NULL	VN	VN-SG
110777	NULL	NULL	4500000	VND	4500000	VND	NULL	0	11	56	NULL	NULL	NULL	VN	VN-SG
110787	NULL	NULL	14000000	VND	12000000	VND	14	1	6	24	NULL	NULL	NULL	VN	VN-SG
110791	VN	VN-HN	600	USD	NULL	USD	3	1	15	88	15	88	1	VN	VN-HN
110795	VN	VN-DN	4000000	VND	5000000	VND	0	1	13	74	NULL	NULL	NULL	VN	VN-DN
110798	VN	VN-SG	12500000	VND	15000000	VND	3	1	12	66	NULL	NULL	NULL	VN	VN-43
110798	VN	VN-SG	12500000	VND	15000000	VND	3	1	12	66	NULL	NULL	NULL	VN	VN-SG
110799	VN	VN-63	8000000	VND	10000000	VND	3	1	4	17	12	66	1	VN	VN-63
110807	VN	VN-HN	0	VND	NULL	VND	NULL	0	12	66	NULL	NULL	NULL	VN	VN-HN
110817	VN	VN-57	7000000	VND	9000000	VND	2	0	8	39	NULL	NULL	NULL	VN	VN-57
110817	VN	VN-57	7000000	VND	9000000	VND	2	0	8	40	NULL	NULL	NULL	VN	VN-57
110819	NULL	NULL	9000000	VND	8000000	VND	10	0	12	59	NULL	NULL	NULL	VN	VN-HN
110828	VN	VN-SG	5000000	VND	7000000	VND	2	0	13	74	NULL	NULL	NULL	VN	VN-SG
110828	VN	VN-SG	5000000	VND	7000000	VND	2	0	13	75	NULL	NULL	NULL	VN	VN-SG
110829	VN	VN-SG	13000000	VND	16000000	VND	3	0	4	18	NULL	NULL	NULL	VN	VN-SG
110836	NULL	NULL	15000000	VND	20000000	VND	4	0	13	75	NULL	NULL	NULL	VN	VN-HN
110846	VN	VN-SG	5000000	VND	NULL	VND	1	0	4	20	NULL	NULL	NULL	VN	VN-SG
110856	VN	VN-SG	7000000	VND	7000000	VND	0	1	13	75	NULL	NULL	NULL	VN	VN-SG
110887	VN	VN-63	12000000	VND	11000000	VND	3	1	12	68	12	68	2	VN	VN-63
110893	NULL	NULL	10000000	VND	11000000	VND	3	0	2	8	NULL	NULL	NULL	VN	VN-HN
110894	NULL	NULL	24000000	VND	30000000	VND	9	1	12	62	12	62	4	VN	VN-SG
110938	VN	VN-HN	15000000	VND	20000000	VND	3	1	2	6	2	6	5	VN	VN-HN
110938	VN	VN-HN	15000000	VND	20000000	VND	3	1	2	6	10	48	5	VN	VN-HN
110938	VN	VN-HN	15000000	VND	20000000	VND	3	1	2	6	13	74	1	VN	VN-HN
110938	VN	VN-HN	15000000	VND	20000000	VND	3	1	9	43	2	6	5	VN	VN-HN
110938	VN	VN-HN	15000000	VND	20000000	VND	3	1	9	43	10	48	5	VN	VN-HN
110938	VN	VN-HN	15000000	VND	20000000	VND	3	1	9	43	13	74	1	VN	VN-HN
110938	VN	VN-HN	15000000	VND	20000000	VND	3	1	9	44	2	6	5	VN	VN-HN
110938	VN	VN-HN	15000000	VND	20000000	VND	3	1	9	44	10	48	5	VN	VN-HN
110938	VN	VN-HN	15000000	VND	20000000	VND	3	1	9	44	13	74	1	VN	VN-HN
110946	VN	VN-SG	6000000	VND	70000000	VND	2	0	6	24	6	24	1	VN	VN-SG
110947	VN	VN-SG	8500000	VND	8000000	VND	3	1	6	24	6	24	1	VN	VN-SG
110947	VN	VN-SG	8500000	VND	8000000	VND	3	1	6	24	6	24	1	VN	VN-SG
110952	VN	VN-57	6000000	VND	7000000	VND	1	1	8	39	12	62	1	VN	VN-31
110952	VN	VN-57	6000000	VND	7000000	VND	1	1	8	39	12	62	1	VN	VN-57
110952	VN	VN-57	6000000	VND	7000000	VND	1	1	8	39	12	62	1	VN	VN-SG
110952	VN	VN-57	6000000	VND	7000000	VND	1	1	8	41	12	62	1	VN	VN-31
110952	VN	VN-57	6000000	VND	7000000	VND	1	1	8	41	12	62	1	VN	VN-57
110952	VN	VN-57	6000000	VND	7000000	VND	1	1	8	41	12	62	1	VN	VN-SG
110960	VN	VN-DN	5000000	VND	7000000	VND	4	1	4	18	NULL	NULL	NULL	VN	VN-DN
110966	VN	VN-SG	2500000	VND	NULL	VND	NULL	1	13	71	16	91	1	VN	VN-SG
110966	VN	VN-SG	2500000	VND	NULL	VND	NULL	1	13	71	9	43	1	VN	VN-SG
110966	VN	VN-SG	2500000	VND	NULL	VND	NULL	1	15	88	16	91	1	VN	VN-SG
110966	VN	VN-SG	2500000	VND	NULL	VND	NULL	1	15	88	9	43	1	VN	VN-SG
110967	VN	VN-SG	7000000	VND	8000000	VND	4	1	9	44	9	44	1	VN	VN-SG
110967	VN	VN-SG	7000000	VND	8000000	VND	4	1	9	44	9	45	1	VN	VN-SG
110967	VN	VN-SG	7000000	VND	8000000	VND	4	1	12	62	9	44	1	VN	VN-SG
110967	VN	VN-SG	7000000	VND	8000000	VND	4	1	12	62	9	45	1	VN	VN-SG
110975	VN	VN-SG	500	USD	700	USD	2	1	6	25	7	35	1	VN	VN-SG
110975	VN	VN-SG	500	USD	700	USD	2	1	7	35	7	35	1	VN	VN-SG
110975	VN	VN-SG	500	USD	700	USD	2	1	15	88	7	35	1	VN	VN-SG
110981	VN	VN-SG	7000000	VND	8000000	VND	4	0	5	21	NULL	NULL	NULL	VN	VN-SG
110984	VN	VN-DN	7000000	VND	7000000	VND	1	1	16	91	12	65	1	VN	VN-DN
110984	VN	VN-DN	7000000	VND	7000000	VND	1	1	16	91	16	91	1	VN	VN-DN
110999	VN	VN-SG	7500000	VND	7500000	VND	1	1	4	16	NULL	NULL	NULL	VN	VN-SG
111009	NULL	NULL	5000000	VND	10000000	VND	0	1	3	12	NULL	NULL	NULL	VN	VN-41
111009	NULL	NULL	5000000	VND	10000000	VND	0	1	3	12	NULL	NULL	NULL	VN	VN-57
111009	NULL	NULL	5000000	VND	10000000	VND	0	1	3	12	NULL	NULL	NULL	VN	VN-SG
111021	VN	VN-SG	500	VND	700	USD	8	1	3	13	NULL	NULL	NULL	VN	VN-SG
111021	VN	VN-SG	500	VND	700	USD	8	1	4	16	NULL	NULL	NULL	VN	VN-SG
111021	VN	VN-SG	500	VND	700	USD	8	1	4	17	NULL	NULL	NULL	VN	VN-SG
111021	VN	VN-SG	500	VND	700	USD	8	1	4	18	NULL	NULL	NULL	VN	VN-SG
111021	VN	VN-SG	500	VND	700	USD	8	1	4	19	NULL	NULL	NULL	VN	VN-SG
111021	VN	VN-SG	500	VND	700	USD	8	1	13	69	NULL	NULL	NULL	VN	VN-SG
111031	VN	VN-57	13000000	VND	11000000	VND	5	1	12	62	12	68	1	VN	VN-57
111033	VN	VN-SG	5500000	VND	8000000	VND	1	1	12	58	12	60	1	VN	VN-33
111033	VN	VN-SG	5500000	VND	8000000	VND	1	1	12	58	12	60	1	VN	VN-SG
111033	VN	VN-SG	5500000	VND	8000000	VND	1	1	12	59	12	60	1	VN	VN-33
111033	VN	VN-SG	5500000	VND	8000000	VND	1	1	12	59	12	60	1	VN	VN-SG
111033	VN	VN-SG	5500000	VND	8000000	VND	1	1	12	62	12	60	1	VN	VN-33
111033	VN	VN-SG	5500000	VND	8000000	VND	1	1	12	62	12	60	1	VN	VN-SG
111045	VN	VN-HN	15000000	VND	15000000	VND	5	0	3	10	NULL	NULL	NULL	VN	VN-HN
111050	VN	VN-39	40000000	VND	10000000	VND	5	1	4	17	NULL	NULL	NULL	VN	VN-39
111061	VN	VN-SG	13000000	VND	14000000	VND	5	1	9	43	9	43	4	VN	VN-SG
111072	VN	VN-SG	8000000	VND	NULL	VND	2	1	12	60	12	60	1	VN	VN-SG
111072	VN	VN-SG	8000000	VND	NULL	VND	2	1	12	60	12	60	1	VN	VN-SG
111076	VN	VN-25	7000000	VND	10000000	VND	4	1	4	18	5	21	1	VN	VN-57
111076	VN	VN-25	7000000	VND	10000000	VND	4	1	4	18	5	21	1	VN	VN-57
111076	VN	VN-25	7000000	VND	10000000	VND	4	1	4	18	4	20	1	VN	VN-57
111077	VN	VN-HN	7000000	VND	8000000	VND	7	1	6	24	NULL	NULL	NULL	VN	VN-HN
111079	VN	VN-SG	8000000	VND	10000000	VND	5	1	6	25	NULL	NULL	NULL	VN	VN-SG
111080	VN	VN-SG	1000	USD	1500	USD	8	1	13	74	13	74	4	VN	VN-SG
111083	VN	VN-SG	7800000	VND	15000000	VND	5	0	16	91	16	91	1	VN	VN-SG
111083	VN	VN-SG	7800000	VND	15000000	VND	5	0	16	91	16	91	1	VN	VN-SG
111092	VN	VN-39	7000000	VND	NULL	VND	2	0	13	74	NULL	NULL	NULL	VN	VN-39
111102	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	13	74	1	NULL	NULL
111117	VN	VN-HN	4500000	VND	7000000	VND	NULL	1	13	70	NULL	NULL	NULL	VN	VN-HN
111117	VN	VN-HN	4500000	VND	7000000	VND	NULL	1	13	73	NULL	NULL	NULL	VN	VN-HN
111123	VN	VN-SG	20000000	VND	NULL	VND	7	1	11	55	NULL	NULL	NULL	VN	VN-SG
111126	VN	VN-SG	6000000	VND	8000000	VND	1	1	11	56	NULL	NULL	NULL	VN	VN-SG
111135	VN	VN-SG	13000000	VND	15000000	VND	4	1	13	70	13	70	1	VN	VN-SG
111135	VN	VN-SG	13000000	VND	15000000	VND	4	1	13	70	13	70	1	VN	VN-SG
111135	VN	VN-SG	13000000	VND	15000000	VND	4	1	13	70	13	70	1	VN	VN-SG
111135	VN	VN-SG	13000000	VND	15000000	VND	4	1	13	70	13	70	1	VN	VN-SG
111144	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	13	73	1	NULL	NULL
111144	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	9	42	1	NULL	NULL
111144	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	2	8	1	NULL	NULL
111145	VN	VN-39	28500000	VND	1500	USD	17	1	12	58	12	58	4	VN	VN-39
111145	VN	VN-39	28500000	VND	1500	USD	17	1	12	58	12	58	4	VN	VN-57
111145	VN	VN-39	28500000	VND	1500	USD	17	1	12	66	12	58	4	VN	VN-39
